title,stars
Sins of Our Mother,"Colby Ryan, Janis Cox, Kelsee Ryan, Justin Lum"
Me Him Her,"Max Landis, |, Stars:, Dustin Milligan, Luke Bracey, Emily Meade, Kyle Bornheimer"
The Makeover,"John Gray, |, Stars:, Julia Stiles, David Walton, Camryn Manheim, Georgia Lyman"
You've Got This,"Salvador Espinosa, |, Stars:, Tato Alexander, Moisés Arizmendi, Krizia Bajos, Fernando Becerril"
Team Foxcatcher,"Jon Greenhalgh, |, Stars:, John du Pont, Dave Schultz, Mike Gostigian, Ray Wilson"
Hisss,"Jennifer Lynch, |, Stars:, Mallika Sherawat, Irrfan Khan, Jeff Doucette, Divya Dutta"
Hurricane Bianca,"Matt Kugelman, |, Stars:, Roy Haylock, Lola Botha, Grayson Thorne Kilpatrick, Willam Belli"
Dogs,"Corinne, Beth, Carly"
Beat Bugs,"Ashleigh Ball, Charles Demers, Rebecca Husain, Erin Mathews"
Fanático,"Lorenzo Ferro, Dollar Selmouni, Carlota Urdiales, Fernando Valdivielso"
The 3rd Eye,"Rocky Soraya, |, Stars:, Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello"
Revenger,"Seung-Won Lee, |, Stars:, Je-Heon Choi, Makayla Rose Hilli, Kim In-kwon, SooJin Jeong"
UFO,"Onur Bilgetay, |, Stars:, Ipek Filiz Yazici, Mert Ramazan Demir, Ferit Aktug, Kerem Alp Kabul"
Destruction Los Angeles,"Tibor Takács, |, Stars:, Craig Sheffer, Cynthia Watros, Romeo Miller, Robert Giardina"
Requiem for the American Dream,"Peter D. Hutchison, Kelly Nyks, Jared P. Scott, |, Stars:, Noam Chomsky, Alan Greenspan, Malcolm X, Richard Nixon"
Headspace Guide to Meditation,Andy Puddicombe
This Earth of Mankind,"Hanung Bramantyo, |, Stars:, Iqbaal Dhiafakhri Ramadhan, Mawar Eva de Jongh, Sha Ine Febriyanti, Giorgino Abraham"
Zero to Hero,"Chi-Man Wan, |, Stars:, Chung-Hang Leung, Louis Cheung, Sandra Kwan Yue Ng, Hoi-Pang Lo"
Namaste Wahala,"Hamisha Daryani Ahuja, |, Stars:, Ini Dima Okojie, Ruslaan Mumtaz, Richard Mofe-Damijo, Joke Silva"
212 Warrior,"Angga Dwimas Sasongko, |, Stars:, Vino G. Bastian, Yayan Ruhian, Fariz Alfarazi, Ruth Marini"
Check Point,"Thomas J. Churchill, |, Stars:, Kenny Johnson, William Forsythe, Tyler Mane, Kane Hodder"
We Are the Champions,"Rainn Wilson, Florence Early, Sara Stevens, Kacie Anderson"
Juanita,"Clark Johnson, |, Stars:, Alfre Woodard, Bonnie Johnson, Jordan Nia Elizabeth, Acoryé White"
The 11th Hour,"Anders Morgenthaler, |, Stars:, Kim Basinger, Jordan Prentice, Sebastian Schipper, Peter Stormare"
All the Queen's Men,"Stefan Ruzowitzky, |, Stars:, Eddie Izzard, Matt LeBlanc, Udo Kier, James Cosmo"
Lady-Like,"Brent Craft, |, Stars:, Stephanie Simbari, Olivia Luccardi, Sarah Moliski, Corinne Mestemacher"
Circus of Books,"Rachel Mason, |, Stars:, Karen Mason, Barry Mason, Micah Mason, Rachel Mason"
Battle Ground,"Johan Earl, Adrian Powers, |, Stars:, Johan Earl, Tim Pocock, Martin Copping, Denai Gracie"
Countdown: Inspiration4 Mission to Space,"Sian Proctor, Jared Isaacman, Hayley Arceneaux, Christopher Sembroski"
The Last Runway,"Rodrigo Salomón, Pietro Scappini, |, Stars:, Luis Aguirre, Fini Bocchino, Bruno Sosa Bofinger, Fabio Chamorro"
All Is Well,"Eva Trobisch, |, Stars:, Aenne Schwarz, Andreas Döhler, Hans Löw, Tilo Nest"
Drug Lords,"Quinn Dalton, Jordan Lawson, Razor Rizzotti, Winter Dunn"
Whitney,"Kevin Macdonald, |, Stars:, Whitney Houston, Ellen White, Michael Houston, Cissy Houston"
Seventeen,"Daniel Sánchez Arévalo, |, Stars:, Biel Montoro, Nacho Sánchez, Lola Cordón, Itsaso Arana"
Borderline,"Ralf Little, Jamie Michie, Liz Kingsman, David Avery"
Nightworld: Door of Hell,"Patricio Valladares, |, Stars:, Jason London, Robert Englund, Gianni Capaldi, Lorina Kamburova"
Dolly Kitty and Those Twinkling Stars,"Alankrita Shrivastava, |, Stars:, Konkona Sen Sharma, Bhumi Pednekar, Amol Parashar, Kubbra Sait"
We the People,"Lin-Manuel Miranda, Janelle Monáe, Bebe Rexha, Adam Lambert"
Lionheart,"Genevieve Nnaji, |, Stars:, Genevieve Nnaji, Nkem Owoh, Pete Edochie, Onyeka Onwenu"
Sunday's Illness,"Ramón Salazar, |, Stars:, Bárbara Lennie, Susi Sánchez, Greta Fernández, Bruna González"
Zeitgeist: Moving Forward,"Peter Joseph, |, Stars:, Peter Joseph, Robert Sapolsky, Gabor Maté, Richard Wilkinson"
Splatter,"Corey Feldman, Tony Todd, Erin Way, Mark Alan"
Black Beach,"Esteban Crespo, |, Stars:, Raúl Arévalo, Paulina García, Candela Peña, Claude Musungayi"
Becoming,"Nadia Hallgren, |, Stars:, Elizabeth Alexander, Adrian K. Collins, Valerie Jarrett, Gayle King"
Sarah and Duck,"Tasha Lawrence, Roger Allam, Andy Nyman, Tim O'Sullivan"
Secrets of Great British Castles,"Dan Jones, Christophe Lombardi, Jay Dee, Ronald Hutton"
Maktub,"Oded Raz, |, Stars:, Guy Amir, Hanan Savyon, Gal Amitai, Chen Amsalem"
Bettie Page Reveals All,"Mark Mori, |, Stars:, Bettie Page, Hugh Hefner, Olivia de Berardinis, Dita Von Teese"
Maria,"Pedring Lopez, |, Stars:, Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro"
Bill Burr: Paper Tiger,"Mike Binder, |, Star:, Bill Burr"
Wildflower,"Nicholas DiBella, |, Stars:, Nathalia Ramos, Cody Anthony, Alexa Rose Steele, Benjamin Ashbrook"
James Acaster: Repertoire,"James Acaster, Joe Parham, Stuart Laws, Nathaniel Metcalfe"
Nazi Concentration Camps,"George Stevens, |, Stars:, Dwight D. Eisenhower, Omar N. Bradley, George S. Patton, Hayden Sears"
Christmas Crossfire,"Detlev Buck, |, Stars:, Kostja Ullmann, Alli Neumann, Sascha Alexander Gersak, Sophia Thomalla"
Jerry Seinfeld: 23 Hours to Kill,"Joe DeMaio, Steven Rimdzius, |, Star:, Jerry Seinfeld"
Jim Gaffigan: Comedy Monster,"Jim Gaffigan, |, Star:, Jim Gaffigan"
How to Ruin Christmas,"Saint Seseli, Nandi Nyembe, Busisiwe Lurayi, Thando Thabethe"
Welcome to Dongmakgol,"Kwang-Hyun Park, |, Stars:, Jae-yeong Jeong, Shin Ha-kyun, Kang Hye-jeong, Ha-ryong Lim"
Stand by Me Doraemon 2,"Ryuichi Yagi, Takashi Yamazaki, |, Stars:, Bakarhythm, Brian Beacock, Johnny Yong Bosch, Dorah Fine"
The Gabby Douglas Story,"Gregg Champion, |, Stars:, Regina King, Imani Hakim, Sydney Mikayla, Brian Tee"
My Christmas Inn,"Peter Sullivan, |, Stars:, Tia Mowry-Hardrict, Rob Mayes, Jackée Harry, Tim Reid"
Riding Faith,"Paco Aguilar, |, Stars:, Grace Van Dien, John Schneider, T.C. Stallings, Marisa Brown"
The Great Robbery of Brazil's Central Bank,
Dragon Age: Dawn of the Seeker,"Fumihiko Sori, |, Stars:, Colleen Clinkenbeard, J. Michael Tatum, Chuck Huber, R. Bruce Elliott"
11M: Terror in Madrid,Jose Gomez
Cells at Work! Code Black,"Allegra Clark, Andrew Russell, Jon Allen, Lizzie Freeman"
Found,"Amanda Lipitz, |, Stars:, Lily Bolka, Chloe Lipitz, Sadie Mangelsdorf, Liu Hao"
Latte & the Magic Waterstone,"Mimi Maynard, Paulette Victor-Lifton, Regina Welker, Nina Wels, |, Stars:, Ashley Bornancin, Danny Fehsenfeld, Daniel Amerman, Timur Bartels"
Stuck Apart,"Durul Taylan, Yagmur Taylan, |, Stars:, Engin Günaydin, Haluk Bilginer, Binnur Kaya, Öner Erkan"
Mighty Little Bheem,
Mr. Good: Cop or Crook?,Tommy Hyving
Strong Island,"Yance Ford, |, Stars:, Yance Ford, Harvey Walker, Kevin Myers, Lauren Ford"
Carnaval,"Leandro Neri, |, Stars:, Alexandre Moreira, Antônio Rafaski, Bruna Inocencio, Diogo Baleeiro"
Shot in the Dark,"Zak Holman, Howard Raishbrook, Austin Raishbrook, Scott Lane"
Only for Love,"Clarissa Müller, Laila Garin, Bruno Fagundes, Filipe Bragança"
Godzilla: The Planet Eater,"Hiroyuki Seshita, Kôbun Shizuno, |, Stars:, Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita"
Habibie & Ainun,"Faozan Rizal, |, Stars:, Reza Rahadian, Bunga Citra Lestari, Tio Pakusadewo, Ratna Riantiarno"
Dirty Daddy: The Bob Saget Tribute,"Mike Binder, |, Stars:, John Stamos, Jeffrey Ross, Chris Rock, Jim Carrey"
Team Zenko Go,"Tabitha St. Germain, Dominic Mariche, Nakai Takawira, Penelope Good"
"Te quiero, imbécil","Laura Mañá, |, Stars:, Quim Gutiérrez, Natalia Tena, Alfonso Bassave, Ernesto Alterio"
Bottom of the World,"Richard Sears, |, Stars:, Jena Malone, Douglas Smith, Ted Levine, Tamara Duarte"
The Secret Diary of an Exchange Student,"Bruno Garotti, |, Stars:, Larissa Manoela, Thati Lopes, Bruno Montaleone, David Sherod"
Torbaaz,"Girish Malik, |, Stars:, Sanjay Dutt, Nargis Fakhri, Rahul Dev, Kuwaarjeet Chopraa"
The Haunted House: The Secret of the 'Ghost Ball',"Anna Cummer, Natasha Strickey, Megan Baldrey, Brianna Johnston"
Sahara,"Pierre Coré, |, Stars:, Omar Sy, Louane Emera, Franck Gastambide, Vincent Lacoste"
Tricked: The Documentary,"John Keith Wasson, Jane Wells, |, Stars:, Danielle Douglas, Slim, Rain, T.R."
Maoyu ~ Archenemy & Hero,"Yûki Kaji, Hiroshi Kamiya, Miyuki Sawashiro, Nao Tôyama"
Bad Boy Billionaires: India,Aayush Ailawadi
4L,"Gerardo Olivares, |, Stars:, Jean Reno, Hovik Keuchkerian, Susana Abaitua, Juan Dos Santos"
Zig & Sharko,
Fed Up,"Stephanie Soechtig, |, Stars:, Michele Simon, Bill Clinton, Katie Couric, Michael Pollan"
The 69th Primetime Emmy Awards,"Glenn Weiss, Jeff Roe, |, Stars:, Tatiana Maslany, Emmy Rossum, Claire Foy, Tessa Thompson"
The Cuba Libre Story,"Ken Eaken, Jaime Suchlicki, Jean-Pierre Clerc, Michael Zeuske"
Beneath the Leaves,"Adam Marino, |, Stars:, Mira Sorvino, Kristoffer Polaha, Doug Jones, Aaron Farb"
Gosick,"Aoi Yûki, Takuya Eguchi, Matt Shipman, Apphia Yu"
Burning Sands,"Gerard McMurray, |, Stars:, Trevor Jackson, Tosin Cole, DeRon Horton, Alfre Woodard"
Deep,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkidpisan, Thanabodee Uawithya, Adirek Wattaleela, |, Stars:, Panisara Rikulsurakan, Kay Lertsittichai, Supanaree Sutavijitvong, Krit Jeerapattananuwong"
Gun,"Jessy Terrero, |, Stars:, 50 Cent, Val Kilmer, AnnaLynne McCord, James Remar"
Gamers!,"Megumi Han, Brandon McInnis, Hisako Kanemoto, Brittney Karbowski"
The Speed Cubers,"Sue Kim, |, Stars:, Max Park, Schwan Park, Philipp Weyer, Feliks Zemdegs"
Silencer,"Timothy Woodward Jr., |, Stars:, Johnny Messner, Tito Ortiz, Chuck Liddell, Danny Trejo"
Backlash,"John Sturges, |, Stars:, Richard Widmark, Donna Reed, William Campbell, John McIntire"
The Dreamlife of Georgie Stone,"Maya Newell, |, Stars:, Georgie Stone, Rebekah Robertson, Greg Stone, Harry Stone"
Hijacked,"Brandon Nutt, |, Stars:, Vinnie Jones, Rob Steinberg, Craig Fairbrass, Gina Philips"
Alphablocks,"Teresa Gallagher, David Holt, Lizzie Waterworth"
Cek Toko Sebelah: The Series,"Ernest Prakasa, Yusril Fahriza, Andi Awwe Wijaya, Adjis Doaibu"
Pete Davidson Presents: The Best Friends,"Jason Orley, |, Stars:, Pete Davidson, Colson Baker, Big Wet, Neko White"
Death by Magic,"Troy Dillinger, Ebonie Marie, L.A. James, Drummond Money-Coutts"
American Dreamer,"Derrick Borte, |, Stars:, Alejandro Hernandez, Tammy Blanchard, Jim Gaffigan, Isabel Arraiza"
The Disappearance of Haruhi Suzumiya,"Tatsuya Ishihara, Yasuhiro Takemoto, |, Stars:, Aya Hirano, Tomokazu Sugita, Minori Chihara, Yûko Gotô"
Mea Maxima Culpa: Silence in the House of God,"Alex Gibney, |, Stars:, Alex Gibney, Terry Kohut, Gary Smith, Pat Kuehn"
Dragons: Rescue Riders: Secrets of the Songwing,"Greg Rankin, T.J. Sullivan, |, Stars:, Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu"
Generation Iron,"Vlad Yudin, |, Stars:, Arnold Schwarzenegger, Mickey Rourke, Michael Jai White, Lou Ferrigno"
And Breathe Normally,"Isold Uggadottir, |, Stars:, Kristín Þóra Haraldsdóttir, Babetida Sadjo, Patrik Nökkvi Pétursson, Kolbeinn Arnbjörnsson"
Homecoming: A Film by Beyoncé,"Beyoncé, Ed Burke, |, Stars:, Beyoncé, Joe Brown, Marvin Brown, Nirine S. Brown"
Demoted,"J.B. Rogers, |, Stars:, Michael Vartan, Sean Astin, David Cross, Celia Weston"
Biggie: I Got a Story to Tell,"Emmett Malloy, |, Stars:, The Notorious B.I.G., Damion Butler, Sean 'Diddy' Combs, Voletta Wallace"
Home Game,"Mark Strong, Riccardo Lo Bue, Maria Noella Zosa, April Ritzenthaler"
17 Girls,"Delphine Coulin, Muriel Coulin, |, Stars:, Louise Grinberg, Juliette Darche, Roxane Duran, Esther Garrel"
Elize Matsunaga: Once Upon a Crime,"Stephanie Sherry, Elize Matsunaga, Luciano Santoro, Flávio Varella"
Angry Birds Stella,"Heljä Heikkinen, Saara Lehtonen, Rinna Paatso, Paula Vesala"
Fugitiva,"Paz Vega, Julio Bracho, Arantza Ruiz, Luisa Rubino"
Meitantei Conan: Zero no Tea Time,Vivian Lu
Away,"David Blair, |, Stars:, Timothy Spall, Juno Temple, Hayley Squires, Matt Ryan"
Jimmy Carr: His Dark Material,"Brian Klein, Amanda Baker, |, Star:, Jimmy Carr"
Futuro Beach,"Karim Aïnouz, |, Stars:, Wagner Moura, Clemens Schick, Jesuíta Barbosa, Fred Lima"
Turbo FAST,"Reid Scott, Mike Bell, John Eric Bentley, Grey Griffin"
Zumbo's Just Desserts,"Gigi Falanga, Rachel Khoo, Adriano Zumbo"
Home: Adventures with Tip & Oh,"Rachel Crow, Mark Whitten, Ana Ortiz, Ron Funches"
Never Stop Dreaming: The Life and Legacy of Shimon Peres,"Richard Trank, |, Stars:, George W. Bush, George Clooney, Barack Obama, Shimon Peres"
The House Next Door,"Milind Rau, |, Stars:, Prakash Belawadi, Khushi Hajare, Andrea Jeremiah, Atul Kulkarni"
Watashi ga Motete Dousunda,"Amber Lee Connors, Jeannie Tirado, Justin Briner, Alejandro Saab"
Hold Your Breath,"Jared Cohn, |, Stars:, Katrina Bowden, Randy Wayne, Erin Marie Hogan, Steve Hanks"
Her Infidelity,"Christie Will Wolf, |, Stars:, Rachel Hunter, Clayton James, Lane Edwards, Miranda Frigon"
My Little Pony: Make Your Mark,"William Lau, |, Stars:, Jenna Warren, Maitreyi Ramakrishnan, J.J. Gerber, Ana Sani"
This Is Pop,"Ludwig Göransson, Orville Peck, T-Pain, Hozier"
The Plagues of Breslau,"Patryk Vega, |, Stars:, Malgorzata Kozuchowska, Daria Widawska, Katarzyna Bujakiewicz, Andrzej Grabowski"
Bad Day for the Cut,"Chris Baugh, |, Stars:, Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham"
Rurouni Kenshin: Reflection,"Mayo Suzukaze, Miki Fujitani, Mîna Tominaga, Yûji Ueda"
Morris from America,"Chad Hartigan, |, Stars:, Markees Christmas, Craig Robinson, Carla Juri, Patrick Güldenberg"
Pinky Malinky,"Danny Jacobs, Lucas Grabeel, Nathan Kress, Diamond White"
SSSS.Gridman,"Lindsay Seidel, Greg Ayres, Brandon McInnis, Jill Harris"
Orgasm Inc.,"Elizabeth Canner, |, Stars:, Elizabeth Canner, Darby Stephens, Virgil Place, Leland Wilson"
Luck,"Soham Shah, |, Stars:, Mithun Chakraborty, Sanjay Dutt, Imran Khan, Ravi Kishan"
Notes for My Son,"Carlos Sorin, |, Stars:, Valeria Bertuccelli, Esteban Lamothe, Julian Sorin, Mauricio Dayub"
Dead Kids,"Mikhail Red, |, Stars:, Kelvin Miranda, Vance Larena, Khalil Ramos, Jan Silverio"
Chandni Bar,"Madhur Bhandarkar, |, Stars:, Tabu, Atul Kulkarni, Rajpal Naurang Yadav, Shri Vallabh Vyas"
Struggle: The Life and Lost Art of Szukalski,"Ireneusz Dobrowolski, |, Stars:, Stanislav Szukalski, Glenn Bray, Robert Williams, Suzanne Williams"
Tiger King: The Doc Antle Story,"Bhagavan Antle, Radha Hirsch, Steven Diamond, Betsy Rogers"
Llama Llama,"Jennifer Garner, Islie Hirvonen, Brenden Sunderland, Evans Johnson"
Big Tree City,"Joseph Balderrama, Lucy Capri, Mark Benton, Lucy Montgomery"
44 Cats,"Judith Cabral, Sarah Natochenny, Keira Johnson, Joy Salaretti"
Como Caído Del Cielo,"José Pepe Bojórquez, |, Stars:, Omar Chaparro, Ana Claudia Talancón, Stephanie Cayo, Yare Santana"
Dave Chappelle: Equanimity,"Stan Lathan, |, Stars:, Dave Chappelle, Donnell Rawlings"
Iron Chef: Mexico,
The Women and the Murderer,"Mona Achache, Patricia Tourancheau, |, Stars:, Anne Gautier, Hélène Frinking, Agnès Nijkamp, Martine Monteil"
Kipper,"Martin Clunes, Chris Lang, Julia Sawalha, Tom Attenborough"
Monster Hunter: Legends of the Guild,"Steve Yamamoto, |, Stars:, Dante Basco, Erica Lindbeck, Brando Eaton, Karen Strassman"
Beyblade Burst,"Matt Hill, Sabrina Pitre, Adrian Petriw, Zach LeBlanc"
Dealin' with Idiots,"Jeff Garlin, |, Stars:, Jeff Garlin, Steve Agee, Gina Gershon, Jami Gertz"
A Little Help with Carol Burnett,"Caleb Jeon, Robert Timothy Smith, Emmersyn Fiorentino, Rainey Spurlock"
Taylor Tomlinson: Quarter-Life Crisis,"Marcus Raboy, |, Star:, Taylor Tomlinson"
Bon Cop Bad Cop 2,"Alain Desrochers, |, Stars:, Colm Feore, Patrick Huard, Marc Beaupré, Noam Jenkins"
Yucatán,"Daniel Monzón, |, Stars:, Luis Tosar, Rodrigo de la Serna, Joan Pera, Stephanie Cayo"
Shadow,"Pallance Dladla, Khathu Ramabulana, Amanda Du-Pont, Tumie Ngumla"
Goedam,"Song Chae-Yoon, Han Su-ah, Shim So-Young, Seola"
Rage of Bahamut: Genesis,"Tia Lynn Ballard, Chris Rager, Kyle Phillips, Brian Mathis"
Rainbow Ruby,"Johnny Yong Bosch, Colleen O'Shaughnessey, Shannon Chan-Kent, Kate Higgins"
Fierce,"Anna Wieczur-Bluszcz, |, Stars:, Julia Kaminska, Tomasz Karolak, Adrian Majewski, Maria Pakulnis"
"Ariana Grande: Excuse Me, I Love You","Story Syndicate, Paul Dugdale, |, Stars:, Ariana Grande, Joesar Alva, Luis Bong Buno IV, Igor Faria"
The Land Before Time XIV: Journey of the Brave,"Davis Doi, Tony Tulipano, Sheldon Arnst, Jessie Hsiung, Bunis Yang, |, Stars:, Tony Amendola, Felix Avitia, Issac Ryan Brown, Meghan Strange"
Tactical Force,"Adamo P. Cultraro, |, Stars:, Steve Austin, Michael Shanks, Michael Jai White, Adrian Holmes"
The Gospel of John,"David Batty, |, Stars:, David Harewood, Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek"
The Man Without Gravity,"Marco Bonfanti, |, Stars:, Elio Germano, Michela Cescon, Elena Cotta, Silvia D'Amico"
Tragic Jungle,"Yulene Olaizola, |, Stars:, Indira Rubie Andrewin, Gilberto Barraza, Mariano Tun Xool, Eligio Meléndez"
Ben Platt Live from Radio City Music Hall,"Alex Timbers, Sam Wrench, |, Stars:, Ben Platt, Crystal Monee Hall, Kojo Littles, Allen René Louis"
Murder to Mercy: The Cyntoia Brown Story,Daniel H. Birman
Ang probinsyano,"Coco Martin, Jaime Fabregas, Malou Crisologo, Susan Roces"
The Snitch Cartel: Origins,"Laura Rodriguez, Angelica Blandon, Gustavo Angarita Jr., Ana Maria Perez"
Shinchan,"Yumiko Kobayashi, Akiko Yajima, Miki Narahashi, Mari Mashiba"
The Mr. Peabody & Sherman Show,"Chris Parnell, Max Charles, David P. Smith, Laura Prats"
They'll Love Me When I'm Dead,"Morgan Neville, |, Stars:, Alan Cumming, Peter Bogdanovich, Oja Kodar, Orson Welles"
Astro Boy,"Makoto Tsumura, Hisashi Katsuta, Roland Angelo Crisolo, Banjô Ginga"
Papa Hemingway in Cuba,"Bob Yari, |, Stars:, Giovanni Ribisi, Joely Richardson, Adrian Sparks, Minka Kelly"
One of Our Dinosaurs Is Missing,"Robert Stevenson, |, Stars:, Peter Ustinov, Helen Hayes, Derek Nimmo, Hugh Burden"
Seven in Heaven,"Chris Eigeman, |, Stars:, Travis Tope, Haley Ramm, Dylan Everett, Jake Manley"
Light in the Dark,"Ekene Som Mekwunye, |, Stars:, Doddy Abili, Bimbo Ademoye, Marie Awolaja, Saidi Balogun"
Zeitgeist: Addendum,"Peter Joseph, |, Stars:, Jacque Fresco, Roxanne Meadows, John Perkins, George Carlin"
Shaun the Sheep: The Flight Before Christmas,"Steve Cox, |, Stars:, Justin Fletcher, John Sparkes, Laura Aikman, Marcus Brigstocke"
Derren Brown: Pushed to the Edge,"Jon Richards, |, Stars:, Ben Adams, Benjamin Adams, Dave Bibby, Derren Brown"
The Age of Spin: Dave Chappelle Live at the Hollywood Palladium,"Stan Lathan, |, Stars:, Dave Chappelle, Morgan Freeman"
Cities of Last Things,"Wi Ding Ho, |, Stars:, Jack Kao, Hong-Chi Lee, Louise Grinberg, Ning Ding"
Mini Force: The Beginning,"Um Sang-Hyun, Jeon Tae-Yeol, Soyoung Lee, Sin Yong-woo"
Zach Galifianakis: Live at the Purple Onion,"Michael Blieden, |, Stars:, Zach Galifianakis, Joe Wagner, Brian Unger, Taj Jegaraj"
Godzilla: City on the Edge of Battle,"Hiroyuki Seshita, Kôbun Shizuno, |, Stars:, Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita"
Rhythm + Flow,"Cardi B, Chance the Rapper, T.I., Caleb Colossus"
Girls Incarcerated: Young and Locked Up,
Temple,"Michael Barrett, |, Stars:, Logan Huffman, Natalia Warner, Brandon Sklenar, Naoto Takenaka"
Game On! A Comedy Crossover Event,"Gabriel Iglesias, Tia Mowry-Hardrict, Paul Wight, Anthony Alabi"
Tell Me When,"Gerardo Gatica González, |, Stars:, Héctor Bonilla, Ofelia Reyes Botello, Brett Calo, Manolo Caro"
Laddaland,"Sophon Sakdaphisit, |, Stars:, Saharat Sangkapreecha, Piyathida Woramusik, Sutatta Udomsilp, Athipich Chutiwatkajornchai"
Sword Art Online Alternative: Gun Gale Online,"Tomori Kusunoki, Yôko Hikasa, Kazuyuki Okitsu, Kira Buckland"
The Fisherman's Diary,"Enah Johnscott, |, Stars:, Kang Quintus, Faith Fidel, Cosson Chinepoh, Ramsey Nouah"
The Joel McHale Show with Joel McHale,"Joel McHale, Paul Feig, Brad Stevens, Dominic DeLeo"
Magia Record: Puella Magi Madoka Magica Side Story,"Momo Asakura, Sora Amamiya, Emiri Kato, Shiina Natsukawa"
Diabolically Yours,"Julien Duvivier, |, Stars:, Alain Delon, Senta Berger, Peter Mosbacher, Claude Piéplu"
Just Short of Perfect,"Ale McHaddo, |, Stars:, Juliana Paes, Leandro Hassum, Marcelo Laham, Luana Martau"
Dragnet,"Jack Webb, |, Stars:, Jack Webb, Ben Alexander, Richard Boone, Ann Robinson"
Danur,"Awi Suryadi, |, Stars:, Prilly Latuconsina, Sandrinna Michelle, Shareefa Daanish, Asha Kenyeri Bermudez"
Manson Family Vacation,"J. Davis, |, Stars:, Jay Duplass, Linas Phillips, Leonora Pitts, Adam Chernick"
Angry Birds Toons,"Antti Pääkkönen, Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione"
The House of Flowers: The Movie,"Manolo Caro, |, Stars:, Cecilia Suárez, Aislinn Derbez, Dario Yazbek Bernal, Juan Pablo Medina"
Surviving Paradise: A Family Tale,"Renée Godfrey, Matt Meech, |, Star:, Regé-Jean Page"
King of Boys: The Return of the King,"Sola Sobowale, Efa Iwara, Titi Kuti, Nse Ikpe-Etim"
Patton Oswalt: We All Scream,"Patton Oswalt, |, Star:, Patton Oswalt"
High on the Hog: How African American Cuisine Transformed America,"Stephen Satterfield, Adrian Miller, Michelle Wallace, Brian Dunsmoor"
"Barbie: Big City, Big Dreams","Scott Pleydell-Pearce, |, Stars:, America Young, Amber May, Greg Chun, Daniel Mk Cohen"
Death Clique,"Doug Campbell, |, Stars:, Barbara Alyn Woods, Tina Ivlev, Lexi Ainsworth, Brittany Underwood"
Full Count,"Robert Eagar, |, Stars:, John Paul Kakos, Natalia Livingston, E. Roger Mitchell, Rick Hearst"
